 Title = "Transient water balance summary"
VARIABLES ="Time","CritDepth_outlet","CritDepth_rest","Flux_3","NET1 Sources/Sinks","PM","Overland","NET2 Accumulation","ERROR (NET1-NET2)","Error rel","Error percent","Infilt","Exfilt",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
 zone t="abdul"
  1.300000000E+003 -2.214086501E-004  0.000000000E+000  5.940846525E-003  5.719437875E-003  4.693528599E-003  1.076860303E-003  5.770388901E-003 -5.095102599E-005  8.868893670E-003  8.576391558E-001  4.639946095E-003 -1.622975135E-005
  1.400000000E+003 -2.594820653E-004  0.000000000E+000  5.940846525E-003  5.681364460E-003  4.674260066E-003  1.065976046E-003  5.740236112E-003 -5.887165246E-005  1.030882705E-002  9.909640354E-001  4.618259349E-003 -1.679058705E-005
  1.500000000E+003 -2.993973766E-004  0.000000000E+000  5.940846525E-003  5.641449149E-003  4.650664658E-003  1.047153289E-003  5.697817947E-003 -5.636879820E-005  9.942229550E-003  9.488344457E-001  4.601559448E-003 -1.718761568E-005
  1.600000000E+003 -3.380205702E-004  0.000000000E+000  5.940846525E-003  5.602825955E-003  4.634108225E-003  1.025427040E-003  5.659535265E-003 -5.670931021E-005  1.007058983E-002  9.545661543E-001  4.586302146E-003 -1.761747750E-005
  1.700000000E+003 -3.774266722E-004  0.000000000E+000  5.940846525E-003  5.563419853E-003  4.612728206E-003  1.000360589E-003  5.613088795E-003 -4.966894205E-005  8.888096204E-003  8.360583266E-001  4.576086892E-003 -1.803584255E-005
  1.800000000E+003 -4.229610913E-004  0.000000000E+000  5.940846525E-003  5.517885434E-003  4.600379589E-003  9.731321799E-004  5.573511769E-003 -5.562633536E-005  1.003053706E-002  9.363368523E-001  4.555612189E-003 -1.878420813E-005
  1.900000000E+003 -4.778933999E-004  0.000000000E+000  5.940846525E-003  5.462953125E-003  4.569801640E-003  9.387421036E-004  5.508543744E-003 -4.559061827E-005  8.310738053E-003  7.674094604E-001  4.537399006E-003 -1.975326113E-005
  2.000000000E+003 -5.410862831E-004  0.000000000E+000  5.940846525E-003  5.399760242E-003  4.542426691E-003  8.981427870E-004  5.440569478E-003 -4.080923611E-005  7.529150342E-003  6.869262812E-001  4.514309637E-003 -2.107605683E-005
  2.100000000E+003 -6.109573311E-004  0.000000000E+000  5.940846525E-003  5.329889194E-003  4.516804747E-003  8.535196418E-004  5.370324389E-003 -4.043519461E-005  7.557829440E-003  6.806301836E-001  4.487127162E-003 -2.262247718E-005
  2.200000000E+003 -6.826841468E-004  0.000000000E+000  5.940846525E-003  5.258162378E-003  4.492987535E-003  8.023353139E-004  5.295322849E-003 -3.716047084E-005  7.042312571E-003  6.255080094E-001  4.472899530E-003 -2.391366469E-005
  2.300000000E+003 -7.561530307E-004  0.000000000E+000  5.940846525E-003  5.184693495E-003  4.474281806E-003  7.489622994E-004  5.223244105E-003 -3.855061049E-005  7.407924984E-003  6.489076990E-001  4.450837812E-003 -2.536403367E-005
  2.400000000E+003 -8.285385124E-004  0.000000000E+000  5.940846525E-003  5.112308013E-003  4.454970352E-003  6.958109945E-004  5.150781347E-003 -3.847333402E-005  7.497417722E-003  6.476069338E-001  4.434597948E-003 -2.664529216E-005
  2.500000000E+003 -9.003848220E-004  0.000000000E+000  5.940846525E-003  5.040461703E-003  4.433159638E-003  6.385095202E-004  5.071669158E-003 -3.120745453E-005  6.172280592E-003  5.253031600E-001  4.424351234E-003 -2.777250508E-005
  2.600000000E+003 -9.695393633E-004  0.000000000E+000  5.940846525E-003  4.971307162E-003  4.419432181E-003  5.828195132E-004  5.002251694E-003 -3.094453237E-005  6.205314034E-003  5.208774918E-001  4.411307424E-003 -2.894343042E-005
  2.700000000E+003 -1.034315517E-003  0.000000000E+000  5.940846525E-003  4.906531008E-003  4.406809516E-003  5.307476430E-004  4.937557159E-003 -3.102615124E-005  6.303509419E-003  5.222513511E-001  4.401341997E-003 -3.016707806E-005
  2.800000000E+003 -1.095222510E-003  0.000000000E+000  5.940846525E-003  4.845624016E-003  4.391802838E-003  4.830329693E-004  4.874835807E-003 -2.921179171E-005  6.010372399E-003  4.917109302E-001  4.392080751E-003 -3.137425577E-005
  2.900000000E+003 -1.148958683E-003  0.000000000E+000  5.940846525E-003  4.791887842E-003  4.372447199E-003  4.393109952E-004  4.811758194E-003 -1.987035260E-005  4.138085166E-003  3.344700543E-001  4.381122145E-003 -3.267380603E-005
  3.000000000E+003 -1.198398161E-003  0.000000000E+000  5.940846525E-003  4.742448364E-003  4.355567120E-003  4.034313606E-004  4.758998480E-003 -1.655011598E-005  3.483704376E-003  2.785817796E-001  4.367618046E-003 -3.405417421E-005
  3.100000000E+003 -1.059840426E-003  0.000000000E+000  0.000000000E+000 -1.059840426E-003  1.288589353E-003 -2.260270542E-003 -9.716811890E-004 -8.815923692E-005  8.679133539E-002  8.318161372E+000  1.883429041E-003 -3.403762501E-005
  3.200000000E+003 -9.270449931E-004  0.000000000E+000  0.000000000E+000 -9.270449931E-004  8.136816518E-004 -1.711375242E-003 -8.976935899E-004 -2.935140328E-005  3.217052958E-002  3.166124999E+000  1.019822289E-003 -3.296297956E-005
  3.300000000E+003 -8.159124884E-004  0.000000000E+000  0.000000000E+000 -8.159124884E-004  6.100304946E-004 -1.401094970E-003 -7.910644759E-004 -2.484801247E-005  3.092516324E-002  3.045426173E+000  6.678713023E-004 -3.162090112E-005
  3.400000000E+003 -7.251605816E-004  0.000000000E+000  0.000000000E+000 -7.251605816E-004  4.928991918E-004 -1.197102168E-003 -7.042029762E-004 -2.095760538E-005  2.932438743E-002  2.890064064E+000  4.971744385E-004 -2.927985799E-005
  3.500000000E+003 -6.494001941E-004  0.000000000E+000  0.000000000E+000 -6.494001941E-004  4.127568378E-004 -1.042860920E-003 -6.301040825E-004 -1.929611160E-005  3.016185558E-002  2.971374474E+000  3.946767698E-004 -2.582304211E-005
  3.600000000E+003 -5.868084650E-004  0.000000000E+000  0.000000000E+000 -5.868084650E-004  3.398670720E-004 -9.169396737E-004 -5.770726017E-004 -9.735863300E-006  1.672999687E-002  1.659121141E+000  3.283073299E-004 -2.131875365E-005
  3.700000000E+003 -5.343043734E-004  0.000000000E+000  0.000000000E+000 -5.343043734E-004  2.853212110E-004 -8.132681552E-004 -5.279469442E-004 -6.357429157E-006  1.196972703E-002  1.189851604E+000  2.831291433E-004 -1.730389073E-005
  3.800000000E+003 -4.889611232E-004  0.000000000E+000  0.000000000E+000 -4.889611232E-004  2.502493434E-004 -7.319912000E-004 -4.817418567E-004 -7.219266499E-006  1.487430584E-002  1.476449999E+000  2.497856547E-004 -1.408301528E-005
  3.900000000E+003 -4.474531376E-004  0.000000000E+000  0.000000000E+000 -4.474531376E-004  2.279739262E-004 -6.655055924E-004 -4.375316662E-004 -9.921471338E-006  2.242178916E-002  2.217320766E+000  2.235798419E-004 -1.158725301E-005
  4.000000000E+003 -4.102252795E-004  0.000000000E+000  0.000000000E+000 -4.102252795E-004  2.095324533E-004 -6.088959023E-004 -3.993634489E-004 -1.086183057E-005  2.683295899E-002  2.647772119E+000  2.024499147E-004 -9.325568669E-006
  4.100000000E+003 -3.756158725E-004  0.000000000E+000  0.000000000E+000 -3.756158725E-004  1.910189542E-004 -5.575425190E-004 -3.665235648E-004 -9.092307617E-006  2.450296308E-002  2.420639883E+000  1.849231027E-004 -7.378071042E-006
  4.200000000E+003 -3.459367876E-004  0.000000000E+000  0.000000000E+000 -3.459367876E-004  1.763890388E-004 -5.135094369E-004 -3.371203980E-004 -8.816389512E-006  2.581449898E-002  2.548555062E+000  1.703282729E-004 -5.811613431E-006
  4.300000000E+003 -3.204645765E-004  0.000000000E+000  0.000000000E+000 -3.204645765E-004  1.641652349E-004 -4.759021626E-004 -3.117369277E-004 -8.727648788E-006  2.761033857E-002  2.723436357E+000  1.581981691E-004 -4.625965980E-006
  4.400000000E+003 -2.979014904E-004  0.000000000E+000  0.000000000E+000 -2.979014904E-004  1.529411763E-004 -4.432712085E-004 -2.903300322E-004 -7.571458193E-006  2.574312291E-002  2.541597956E+000  1.478754311E-004 -3.692332206E-006
